x,y,s,v,velU,velV
0,0,0,0,0,0
0,0.00625,0,-0.00045977,0,0
0,0.0125,0,-0.00223264,0,0
0,0.01875,0,-0.00475781,0,0
0,0.025,0,-0.00747316,0,0
0,0.03125,0,-0.00996548,0,0
0,0.0375,0,-0.0119527,0,0
0,0.04375,0,-0.0132462,0,0
0,0.05,0,-0.0137205,0,0
0,0.05625,0,-0.0132928,0,0
0,0.0625,0,-0.0119094,0,0
0,0.06875,0,-0.00953693,0,0
0,0.075,0,-0.00615617,0,0
0,0.08125,0,-0.00175789,0,0
0,0.0875,0,0.0036601,0,0
0,0.09375,0,0.0100948,0,0
0,0.1,0,0.0175397,0,0
0,0.10625,0,0.0259856,0,0
0,0.1125,0,0.0354216,0,0
0,0.11875,0,0.0458357,0,0
0,0.125,0,0.0572148,0,0
0,0.13125,0,0.0695453,0,0
0,0.1375,0,0.0828135,0,0
0,0.14375,0,0.0970052,0,0
0,0.15,0,0.112106,0,0
0,0.15625,0,0.128102,0,0
0,0.1625,0,0.144979,0,0
0,0.16875,0,0.162723,0,0
0,0.175,0,0.181319,0,0
0,0.18125,0,0.200752,0,0
0,0.1875,0,0.221009,0,0
0,0.19375,0,0.242076,0,0
0,0.2,0,0.263937,0,0
0,0.20625,0,0.286577,0,0
0,0.2125,0,0.309983,0,0
0,0.21875,0,0.334138,0,0
0,0.225,0,0.359029,0,0
0,0.23125,0,0.384638,0,0
0,0.2375,0,0.41095,0,0
0,0.24375,0,0.437949,0,0
0,0.25,0,0.465618,0,0
0.00625,0,0,-0.00045977,0,0
0.00625,0.00625,8.97987e-09,-0.00131259,3.4885e-06,-3.48691e-06
0.00625,0.0125,4.36063e-08,-0.00216625,6.71569e-06,-1.25711e-05
0.00625,0.01875,9.2926e-08,-0.00322036,8.18831e-06,-2.46346e-05
0.00625,0.025,1.4596e-07,-0.00432359,8.13697e-06,-3.72134e-05
0.00625,0.03125,1.94638e-07,-0.00525607,6.99932e-06,-4.83565e-05
0.00625,0.0375,2.33452e-07,-0.00581865,5.1262e-06,-5.66195e-05
0.00625,0.04375,2.58716e-07,-0.00585257,2.76216e-06,-6.09639e-05
0.00625,0.05,2.67979e-07,-0.00523814,7.26895e-08,-6.06552e-05
0.00625,0.05625,2.59624e-07,-0.00388727,-2.82991e-06,-5.51808e-05
0.00625,0.0625,2.32605e-07,-0.00173683,-5.86849e-06,-4.41897e-05
0.00625,0.06875,1.86268e-07,0.00125782,-8.98936e-06,-2.74478e-05
0.00625,0.075,1.20238e-07,0.00512683,-1.21548e-05,-4.80657e-06
0.00625,0.08125,3.43337e-08,0.00989008,-1.53379e-05,2.38198e-05
0.00625,0.0875,-7.14864e-08,0.015559,-1.85198e-05,5.8471e-05
0.00625,0.09375,-1.97164e-07,0.0221394,-2.16868e-05,9.91532e-05
0.00625,0.1,-3.42571e-07,0.029632,-2.48293e-05,0.000145847
0.00625,0.10625,-5.0753e-07,0.0380346,-2.79406e-05,0.000198516
0.00625,0.1125,-6.91829e-07,0.0473421,-3.10158e-05,0.000257108
0.00625,0.11875,-8.95228e-07,0.0575475,-3.40518e-05,0.000321565
0.00625,0.125,-1.11748e-06,0.0686423,-3.70463e-05,0.000391817
0.00625,0.13125,-1.35831e-06,0.0806171,-3.99981e-05,0.000467792
0.00625,0.1375,-1.61745e-06,0.0934611,-4.29061e-05,0.000549415
0.00625,0.14375,-1.89463e-06,0.107164,-4.577e-05,0.000636607
0.00625,0.15,-2.18958e-06,0.121713,-4.85894e-05,0.000729287
0.00625,0.15625,-2.502e-06,0.137098,-5.13642e-05,0.000827374
0.00625,0.1625,-2.83163e-06,0.153305,-5.40944e-05,0.000930784
0.00625,0.16875,-3.17818e-06,0.170323,-5.678e-05,0.00103944
0.00625,0.175,-3.54138e-06,0.188138,-5.94209e-05,0.00115324
0.00625,0.18125,-3.92094e-06,0.206739,-6.20169e-05,0.00127212
0.00625,0.1875,-4.31659e-06,0.226111,-6.45679e-05,0.00139599
0.00625,0.19375,-4.72804e-06,0.246242,-6.70736e-05,0.00152475
0.00625,0.2,-5.15501e-06,0.267119,-6.95336e-05,0.00165833
0.00625,0.20625,-5.59721e-06,0.288728,-7.19474e-05,0.00179663
0.00625,0.2125,-6.05435e-06,0.311054,-7.43145e-05,0.00193957
0.00625,0.21875,-6.52614e-06,0.334085,-7.6634e-05,0.00208705
0.00625,0.225,-7.01228e-06,0.357805,-7.89052e-05,0.00223898
0.00625,0.23125,-7.51246e-06,0.3822,-8.11271e-05,0.00239527
0.00625,0.2375,-8.02637e-06,0.407255,-8.32987e-05,0.00255582
0.00625,0.24375,-8.55369e-06,0.432955,-8.54188e-05,0.00272053
0.00625,0.25,-9.0941e-06,0.459283,-8.74863e-05,0.0028893
0.0125,0,0,-0.00223162,0,0
0.0125,0.00625,4.35864e-08,-0.00216461,1.25711e-05,-6.70419e-06
0.0125,0.0125,1.57138e-07,-0.00189935,2.11477e-05,-2.11212e-05
0.0125,0.01875,3.07933e-07,-0.00163384,2.46423e-05,-3.89917e-05
0.0125,0.025,4.65167e-07,-0.00134466,2.37218e-05,-5.67107e-05
0.0125,0.03125,6.04456e-07,-0.000916605,1.94061e-05,-7.13153e-05
0.0125,0.0375,7.07744e-07,-0.000213091,1.26074e-05,-8.04713e-05
0.0125,0.04375,7.62048e-07,0.000892633,4.03566e-06,-8.23969e-05
0.0125,0.05,7.5819e-07,0.00250788,-5.78306e-06,-7.57623e-05
0.0125,0.05625,6.8976e-07,0.00471844,-1.64654e-05,-5.95934e-05
0.0125,0.0625,5.52372e-07,0.00759155,-2.77331e-05,-3.31899e-05
0.0125,0.06875,3.43097e-07,0.0111779,-3.93832e-05,3.93911e-06
0.0125,0.075,6.00821e-08,0.0155157,-5.12676e-05,5.21263e-05
0.0125,0.08125,-2.97748e-07,0.0206321,-6.32776e-05,0.000111584
0.0125,0.0875,-7.30888e-07,0.0265467,-7.53334e-05,0.000182432
0.0125,0.09375,-1.23942e-06,0.0332717,-8.73762e-05,0.000264723
0.0125,0.1,-1.82309e-06,0.040815,-9.93627e-05,0.000358455
0.0125,0.10625,-2.48145e-06,0.0491796,-0.000111261,0.000463589
0.0125,0.1125,-3.21386e-06,0.0583661,-0.000123049,0.000580055
0.0125,0.11875,-4.01956e-06,0.0683717,-0.000134708,0.000707758
0.0125,0.125,-4.89771e-06,0.0791927,-0.000146228,0.000846591
0.0125,0.13125,-5.8474e-06,0.0908226,-0.000157599,0.000996429
0.0125,0.1375,-6.86769e-06,0.103255,-0.000168815,0.00115714
0.0125,0.14375,-7.95759e-06,0.116481,-0.000179872,0.00132859
0.0125,0.15,-9.11609e-06,0.130492,-0.000190767,0.00151062
0.0125,0.15625,-1.03422e-05,0.145278,-0.000201497,0.0017031
0.0125,0.1625,-1.16348e-05,0.160829,-0.000212062,0.00190586
0.0125,0.16875,-1.29929e-05,0.177135,-0.000222459,0.00211875
0.0125,0.175,-1.44155e-05,0.194186,-0.000232687,0.00234162
0.0125,0.18125,-1.59015e-05,0.211968,-0.000242744,0.00257431
0.0125,0.1875,-1.74498e-05,0.230471,-0.000252631,0.00281664
0.0125,0.19375,-1.90594e-05,0.249683,-0.000262343,0.00306847
0.0125,0.2,-2.07291e-05,0.269592,-0.00027188,0.00332961
0.0125,0.20625,-2.24579e-05,0.290185,-0.000281239,0.0035999
0.0125,0.2125,-2.42446e-05,0.311449,-0.000290418,0.00387918
0.0125,0.21875,-2.60881e-05,0.333372,-0.000299412,0.00416725
0.0125,0.225,-2.79873e-05,0.35594,-0.00030822,0.00446396
