x,y,s,v
0.326531,0.0204082,-0.000105789,0.48063
0.326531,0.0408163,-0.000412285,0.454837
0.326531,0.0612245,-0.000910278,0.429886
0.326531,0.0816327,-0.00159186,0.405202
0.326531,0.102041,-0.00245014,0.380334
0.326531,0.122449,-0.003479,0.354906
0.326531,0.142857,-0.00467285,0.328599
0.326531,0.163265,-0.00602647,0.301123
0.326531,0.183673,-0.00753476,0.272206
0.326531,0.204082,-0.00919254,0.241584
0.326531,0.22449,-0.0109944,0.209001
0.326531,0.244898,-0.0129343,0.17421
0.326531,0.265306,-0.0150055,0.136979
0.326531,0.285714,-0.0172004,0.0971045
0.326531,0.306122,-0.0195102,0.0544211
0.326531,0.326531,-0.0219244,0.00881934
0.326531,0.346939,-0.0244314,-0.0397389
0.326531,0.367347,-0.0270176,-0.0912036
0.326531,0.387755,-0.0296678,-0.145422
0.326531,0.408163,-0.032365,-0.20213
0.326531,0.428571,-0.0350904,-0.260939
0.326531,0.44898,-0.0378239,-0.321344
0.326531,0.469388,-0.040544,-0.382725
0.326531,0.489796,-0.043228,-0.444371
0.346939,0,0,0.55245
0.346939,0.0204082,-0.000115046,0.518792
0.346939,0.0408163,-0.000446836,0.487314
0.346939,0.0612245,-0.00098419,0.457202
0.346939,0.0816327,-0.00171767,0.427816
0.346939,0.102041,-0.00263925,0.398634
0.346939,0.122449,-0.00374197,0.369217
0.346939,0.142857,-0.00501971,0.339178
0.346939,0.163265,-0.0064669,0.308158
0.346939,0.183673,-0.00807831,0.275812
0.346939,0.204082,-0.00984872,0.241802
0.346939,0.22449,-0.0117727,0.205794
0.346939,0.244898,-0.0138444,0.167459
0.346939,0.265306,-0.0160572,0.126486
0.346939,0.285714,-0.0184033,0.0825925
0.346939,0.306122,-0.0208739,0.0355393
0.346939,0.326531,-0.0234583,-0.0148466
0.346939,0.346939,-0.0261443,-0.0686535
0.346939,0.367347,-0.0289177,-0.125864
