x,y,s,v,velU,velV
0,0,0,0,0,0
0,0.0125,0,3.81524e-05,0,0
0,0.025,0,0.000102392,0,0
0,0.0375,0,0.000144554,0,0
0,0.05,0,0.000143608,0,0
0,0.0625,0,9.17752e-05,0,0
0,0.075,0,-1.26902e-05,0,0
0,0.0875,0,-0.00016883,0,0
0,0.1,0,-0.000374364,0,0
0,0.1125,0,-0.000626569,0,0
0,0.125,0,-0.000922498,0,0
0,0.1375,0,-0.00125936,0,0
0,0.15,0,-0.00163443,0,0
0,0.1625,0,-0.00204529,0,0
0,0.175,0,-0.00248965,0,0
0,0.1875,0,-0.00296554,0,0
0,0.2,0,-0.0034711,0,0
0,0.2125,0,-0.00400478,0,0
0,0.225,0,-0.00456506,0,0
0,0.2375,0,-0.00515073,0,0
0,0.25,0,-0.00576053,0,0
0,0.2625,0,-0.00639346,0,0
0,0.275,0,-0.00704843,0,0
0,0.2875,0,-0.00772456,0,0
0,0.3,0,-0.0084208,0,0
0,0.3125,0,-0.00913632,0,0
0,0.325,0,-0.00987,0,0
0,0.3375,0,-0.0106209,0,0
0,0.35,0,-0.0113878,0,0
0,0.3625,0,-0.0121696,0,0
0,0.375,0,-0.0129647,0,0
0,0.3875,0,-0.0137718,0,0
0,0.4,0,-0.0145889,0,0
0,0.4125,0,-0.0154143,0,0
0,0.425,0,-0.0162455,0,0
0,0.4375,0,-0.0170803,0,0
0,0.45,0,-0.0179157,0,0
0,0.4625,0,-0.0187487,0,0
0,0.475,0,-0.0195756,0,0
0,0.4875,0,-0.0203925,0,0
0,0.5,0,-0.021195,0,0
0.00625,0,0,9.5381e-06,0,0
0.00625,0.0125,-7.45164e-10,2.88073e-05,-7.99936e-08,1.99063e-07
0.00625,0.025,-1.99984e-09,5.1368e-05,-8.3126e-08,4.89116e-07
0.00625,0.0375,-2.82331e-09,5.73781e-05,-3.22e-08,6.47888e-07
0.00625,0.05,-2.80484e-09,3.0358e-05,4.12332e-08,5.63506e-07
0.00625,0.0625,-1.79248e-09,-3.8162e-05,1.22108e-07,1.88121e-07
0.00625,0.075,2.47856e-10,-0.000151556,2.03598e-07,-4.93108e-07
0.00625,0.0875,3.29746e-09,-0.000310318,2.82558e-07,-1.47802e-06
0.00625,0.1,7.3118e-09,-0.000513448,3.57608e-07,-2.75621e-06
0.00625,0.1125,1.22377e-08,-0.000759132,4.28229e-07,-4.3132e-06
0.00625,0.125,1.80175e-08,-0.00104525,4.9437e-07,-6.13325e-06
0.00625,0.1375,2.45969e-08,-0.00136951,5.56197e-07,-8.20026e-06
0.00625,0.15,3.19224e-08,-0.00172972,6.14009e-07,-1.0499e-05
0.00625,0.1625,3.99471e-08,-0.00212373,6.68138e-07,-1.30151e-05
0.00625,0.175,4.86259e-08,-0.00254958,7.18944e-07,-1.57353e-05
0.00625,0.1875,5.79207e-08,-0.00300541,7.66758e-07,-1.86476e-05
0.00625,0.2,6.77949e-08,-0.00348959,8.11905e-07,-2.17412e-05
0.00625,0.2125,7.82184e-08,-0.00400055,8.54659e-07,-2.50062e-05
0.00625,0.225,8.91613e-08,-0.00453696,8.95276e-07,-2.8434e-05
0.00625,0.2375,1.006e-07,-0.0050975,9.33959e-07,-3.20162e-05
0.00625,0.25,1.1251e-07,-0.00568105,9.70883e-07,-3.5746e-05
0.00625,0.2625,1.24872e-07,-0.00628645,1.00617e-06,-3.9616e-05
0.00625,0.275,1.37665e-07,-0.00691271,1.03992e-06,-4.36204e-05
0.00625,0.2875,1.5087e-07,-0.00755878,1.07217e-06,-4.77525e-05
0.00625,0.3,1.64469e-07,-0.00822369,1.10294e-06,-5.20066e-05
