Np,Wall-time
30,757.338
x,y,s,v,velU,velV
0,0,0,0,0,0
0,0.00502513,0,-0.000184088,0,0
0,0.0100503,0,-0.00131054,0,0
0,0.0150754,0,-0.00312412,0,0
0,0.0201005,0,-0.00527768,0,0
0,0.0251256,0,-0.00748637,0,0
0,0.0301508,0,-0.00953988,0,0
0,0.0351759,0,-0.011287,0,0
0,0.040201,0,-0.0126194,0,0
0,0.0452261,0,-0.0134595,0,0
0,0.0502513,0,-0.0137517,0,0
0,0.0552764,0,-0.0134564,0,0
0,0.0603015,0,-0.0125456,0,0
0,0.0653266,0,-0.0110003,0,0
0,0.0703518,0,-0.00880775,0,0
0,0.0753769,0,-0.00596047,0,0
0,0.080402,0,-0.00245449,0,0
0,0.0854271,0,0.00171115,0,0
0,0.0904523,0,0.00653537,0,0
0,0.0954774,0,0.0120153,0,0
0,0.100503,0,0.0181469,0,0
0,0.105528,0,0.0249252,0,0
0,0.110553,0,0.0323445,0,0
0,0.115578,0,0.0403984,0,0
0,0.120603,0,0.0490804,0,0
0,0.125628,0,0.0583835,0,0
0,0.130653,0,0.0683008,0,0
0,0.135678,0,0.0788248,0,0
0,0.140704,0,0.0899483,0,0
0,0.145729,0,0.101664,0,0
0,0.150754,0,0.113964,0,0
0,0.155779,0,0.126842,0,0
0,0.160804,0,0.14029,0,0
0,0.165829,0,0.154299,0,0
0,0.170854,0,0.168864,0,0
0,0.175879,0,0.183977,0,0
0,0.180905,0,0.19963,0,0
0,0.18593,0,0.215815,0,0
0,0.190955,0,0.232526,0,0
0,0.19598,0,0.249754,0,0
0.00502513,0,0,-0.000184088,0,0
0.00502513,0.00502513,2.32429e-09,-0.000942252,1.64641e-06,-1.64613e-06
0.00502513,0.0100503,1.65468e-08,-0.00170084,3.69351e-06,-6.70305e-06
0.00502513,0.0150754,3.9445e-08,-0.00266882,4.98384e-06,-1.4128e-05
0.00502513,0.0201005,6.66356e-08,-0.00378655,5.48021e-06,-2.27051e-05
0.00502513,0.0251256,9.45225e-08,-0.00492123,5.35452e-06,-3.13698e-05
0.00502513,0.0301508,1.2045e-07,-0.00593799,4.77465e-06,-3.9274e-05
0.00502513,0.0351759,1.42509e-07,-0.00672086,3.86877e-06,-4.57668e-05
0.00502513,0.040201,1.59332e-07,-0.00717651,2.72934e-06,-5.0357e-05
0.00502513,0.0452261,1.6994e-07,-0.0072317,1.42252e-06,-5.26764e-05
0.00502513,0.0502513,1.73629e-07,-0.00683014,-3.9562e-09,-5.24514e-05
0.00502513,0.0552764,1.699e-07,-0.00592873,-1.51525e-06,-4.94795e-05
0.00502513,0.0603015,1.584e-07,-0.00449521,-3.08559e-06,-4.36133e-05
0.00502513,0.0653266,1.38889e-07,-0.00250536,-4.6958e-06,-3.47468e-05
0.00502513,0.0703518,1.11206e-07,5.81879e-05,-6.3314e-06,-2.28064e-05
0.00502513,0.0753769,7.52566e-08,0.00320797,-7.98148e-06,-7.74333e-06
0.00502513,0.080402,3.09903e-08,0.00695214,-9.63772e-06,1.04719e-05
0.00502513,0.0854271,-2.16049e-08,0.011296,-1.12938e-05,3.18539e-05
0.00502513,0.0904523,-8.25152e-08,0.0162419,-1.29449e-05,5.64056e-05
0.00502513,0.0954774,-1.51704e-07,0.0217907,-1.45874e-05,8.4121e-05
0.00502513,0.100503,-2.29122e-07,0.0279412,-1.62185e-05,0.000114987
0.00502513,0.105528,-3.14704e-07,0.0346912,-1.78361e-05,0.000148985
0.00502513,0.110553,-4.08379e-07,0.0420374,-1.94387e-05,0.000186092
0.00502513,0.115578,-5.10068e-07,0.049976,-2.1025e-05,0.000226282
0.00502513,0.120603,-6.19686e-07,0.0585021,-2.25944e-05,0.000269527
0.00502513,0.125628,-7.37147e-07,0.0676108,-2.41462e-05,0.000315797
0.00502513,0.130653,-8.62362e-07,0.0772965,-2.56799e-05,0.00036506
0.00502513,0.135678,-9.95237e-07,0.0875535,-2.71954e-05,0.000417283
0.00502513,0.140704,-1.13568e-06,0.0983755,-2.86924e-05,0.000472432
0.00502513,0.145729,-1.2836e-06,0.109757,-3.01709e-05,0.000530473
0.00502513,0.150754,-1.43891e-06,0.121691,-3.16307e-05,0.000591373
0.00502513,0.155779,-1.6015e-06,0.134171,-3.30719e-05,0.000655095
0.00502513,0.160804,-1.77129e-06,0.147191,-3.44944e-05,0.000721605
0.00502513,0.165829,-1.94818e-06,0.160744,-3.58982e-05,0.000790868
0.00502513,0.170854,-2.13207e-06,0.174823,-3.72834e-05,0.000862848
0.00502513,0.175879,-2.32288e-06,0.189422,-3.86499e-05,0.000937509
0.00502513,0.180905,-2.52052e-06,0.204533,-3.99977e-05,0.00101482
0.00502513,0.18593,-2.72487e-06,0.220151,-4.13267e-05,0.00109473
0.00502513,0.190955,-2.93586e-06,0.236267,-4.26368e-05,0.00117722
0.00502513,0.19598,-3.15338e-06,0.252875,-4.39279e-05,0.00126225
0.0100503,0,0,-0.00131032,0,0
0.0100503,0.00502513,1.6544e-08,-0.0017,6.70305e-06,-3.69029e-06
0.0100503,0.0100503,6.73674e-08,-0.00188172,1.24819e-05,-1.24732e-05
0.0100503,0.0150754,1.4199e-07,-0.00206381,1.60021e-05,-2.44399e-05
0.0100503,0.0201005,2.28192e-07,-0.00227838,1.72418e-05,-3.77868e-05
0.0100503,0.0251256,3.15275e-07,-0.00247405,1.65689e-05,-5.09064e-05
0.0100503,0.0301508,3.94714e-07,-0.00256989,1.4397e-05,-6.24469e-05
0.0100503,0.0351759,4.59968e-07,-0.00248201,1.1083e-05,-7.13133e-05
0.0100503,0.040201,5.061e-07,-0.00213395,6.9096e-06,-7.66392e-05
0.0100503,0.0452261,5.29411e-07,-0.00146071,2.09441e-06,-7.77495e-05
0.0100503,0.0502513,5.2715e-07,-0.000408271,-3.19689e-06,-7.41233e-05
0.0100503,0.0552764,4.97282e-07,0.00106666,-8.83809e-06,-6.53634e-05
0.0100503,0.0603015,4.38325e-07,0.00299897,-1.47328e-05,-5.11701e-05
0.0100503,0.0653266,3.49214e-07,0.00541564,-2.08069e-05,-3.13214e-05
0.0100503,0.0703518,2.2921e-07,0.008338,-2.70034e-05,-5.65574e-06
0.0100503,0.0753769,7.78224e-08,0.0117818,-3.32783e-05,2.59398e-05
0.0100503,0.080402,-1.05245e-07,0.0157593,-3.95973e-05,6.35402e-05
0.0100503,0.0854271,-3.2014e-07,0.0202786,-4.59337e-05,0.00010719
0.0100503,0.0904523,-5.66891e-07,0.0253459,-5.22671e-05,0.00015691
0.0100503,0.0954774,-8.45437e-07,0.0309644,-5.85812e-05,0.000212702
0.0100503,0.100503,-1.15565e-06,0.0371363,-6.48638e-05,0.000274554
0.0100503,0.105528,-1.49733e-06,0.0438613,-7.1105e-05,0.000342438
0.0100503,0.110553,-1.87027e-06,0.0511389,-7.72975e-05,0.000416323
0.0100503,0.115578,-2.27419e-06,0.0589668,-8.34356e-05,0.000496164
0.0100503,0.120603,-2.70882e-06,0.0673426,-8.9515e-05,0.000581915
0.0100503,0.125628,-3.17384e-06,0.0762624,-9.55324e-05,0.000673524
0.0100503,0.130653,-3.66894e-06,0.0857228,-0.000101485,0.000770933
0.0100503,0.135678,-4.19379e-06,0.0957189,-0.000107372,0.000874086
0.0100503,0.140704,-4.74806e-06,0.106246,-0.000113191,0.000982921
0.0100503,0.145729,-5.33139e-06,0.1173,-0.000118941,0.00109737
0.0100503,0.150754,-5.94344e-06,0.128874,-0.000124622,0.00121738
0.0100503,0.155779,-6.58387e-06,0.140964,-0.000130233,0.00134288
0.0100503,0.160804,-7.25231e-06,0.153563,-0.000135773,0.00147381
0.0100503,0.165829,-7.94842e-06,0.166666,-0.000141243,0.00161009
0.0100503,0.170854,-8.67184e-06,0.180268,-0.000146641,0.00175166
0.0100503,0.175879,-9.4222e-06,0.19436,-0.000151968,0.00189846
0.0100503,0.180905,-1.01992e-05,0.208939,-0.000157223,0.00205041
0.0100503,0.18593,-1.10023e-05,0.223996,-0.000162406,0.00220744
0.0100503,0.190955,-1.18314e-05,0.239526,-0.000167515,0.00236949
0.0100503,0.19598,-1.26859e-05,0.255522,-0.000172552,0.00253649
0.0150754,0,0,-0.00312156,0,0
0.0150754,0.00502513,3.94126e-08,-0.0026657,1.41196e-05,-4.9721e-06
0.0150754,0.0100503,1.41905e-07,-0.00206228,2.44431e-05,-1.59676e-05
0.0150754,0.0150754,2.85072e-07,-0.00142625,3.02975e-05,-3.02495e-05
0.0150754,0.0201005,4.46402e-07,-0.000789195,3.19468e-05,-4.55647e-05
0.0150754,0.0251256,6.06145e-07,-0.000126575,3.00146e-05,-5.99754e-05
0.0150754,0.0301508,7.48057e-07,0.000614385,2.51815e-05,-7.18305e-05
0.0150754,0.0351759,8.59225e-07,0.00149683,1.80611e-05,-7.97526e-05
0.0150754,0.040201,9.29576e-07,0.00258325,9.16558e-06,-8.26152e-05
0.0150754,0.0452261,9.51341e-07,0.00393128,-1.09345e-06,-7.95114e-05
0.0150754,0.0502513,9.18586e-07,0.00559083,-1.23901e-05,-6.97204e-05
0.0150754,0.0552764,8.26818e-07,0.00760483,-2.44684e-05,-5.26766e-05
0.0150754,0.0603015,6.72673e-07,0.0100084,-3.71276e-05,-2.79412e-05
0.0150754,0.0653266,4.53677e-07,0.0128311,-5.02102e-05,4.82093e-06
0.0150754,0.0703518,1.68048e-07,0.016096,-6.35926e-05,4.5861e-05
0.0150754,0.0753769,-1.85445e-07,0.0198222,-7.71774e-05,9.53624e-05
0.0150754,0.080402,-6.07604e-07,0.0240242,-9.0888e-05,0.000153453
0.0150754,0.0854271,-1.09889e-06,0.0287136,-0.000104664,0.000220219
0.0150754,0.0904523,-1.6595e-06,0.0338986,-0.000118457,0.000295706
0.0150754,0.0954774,-2.28942e-06,0.0395857,-0.000132231,0.000379936
0.0150754,0.100503,-2.98845e-06,0.0457785,-0.000145954,0.000472904
0.0150754,0.105528,-3.7563e-06,0.0524801,-0.000159605,0.000574588
0.0150754,0.110553,-4.59253e-06,0.059691,-0.000173164,0.000684952
0.0150754,0.115578,-5.49664e-06,0.0674117,-0.000186618,0.000803944
0.0150754,0.120603,-6.46808e-06,0.0756406,-0.000199954,0.000931507
0.0150754,0.125628,-7.50623e-06,0.0843766,-0.000213165,0.00106757
0.0150754,0.130653,-8.61044e-06,0.0936163,-0.000226243,0.00121207
0.0150754,0.135678,-9.78002e-06,0.103358,-0.000239183,0.00136492
0.0150754,0.140704,-1.10143e-05,0.113596,-0.000251981,0.00152603
0.0150754,0.145729,-1.23125e-05,0.124328,-0.000264635,0.00169533
0.0150754,0.150754,-1.36739e-05,0.135549,-0.00027714,0.00187273
0.0150754,0.155779,-1.50978e-05,0.147256,-0.000289497,0.00205813
0.0150754,0.160804,-1.65834e-05,0.159441,-0.000301702,0.00225144
0.0150754,0.165829,-1.813e-05,0.172102,-0.000313754,0.00245256
0.0150754,0.170854,-1.97367e-05,0.185232,-0.000325652,0.00266141
0.0150754,0.175879,-2.14029e-05,0.198827,-0.000337395,0.00287789
0.0150754,0.180905,-2.31277e-05,0.212879,-0.000348982,0.00310189
0.0150754,0.18593,-2.49102e-05,0.227385,-0.000360411,0.00333332
0.0150754,0.190955,-2.67499e-05,0.242337,-0.00037168,0.00357207
0.0150754,0.19598,-2.86457e-05,0.257731,-0.000382788,0.00381805
0.0201005,0,0,-0.00526811,0,0
0.0201005,0.00502513,6.65149e-08,-0.00377899,2.26707e-05,-5.45407e-06
