x,y,s,v
0.958333,0.15625,1.77031e-05,-0.047346
0.958333,0.1625,2.24423e-05,-0.0524303
0.958333,0.16875,2.77624e-05,-0.0578749
0.958333,0.175,3.37022e-05,-0.0636835
0.958333,0.18125,4.03024e-05,-0.0698549
0.958333,0.1875,4.76057e-05,-0.0763818
0.958333,0.19375,5.56559e-05,-0.0832493
0.958333,0.2,6.44978e-05,-0.090278
0.966667,0,0,0.00403306
0.966667,0.00625,-7.87707e-08,0.00356688
0.966667,0.0125,-2.95087e-07,0.0030317
0.966667,0.01875,-6.23966e-07,0.002452
0.966667,0.025,-1.03792e-06,0.00184549
0.966667,0.03125,-1.50893e-06,0.00122001
0.966667,0.0375,-2.00975e-06,0.000573893
0.966667,0.04375,-2.51459e-06,-0.000102244
0.966667,0.05,-2.99935e-06,-0.000823472
0.966667,0.05625,-3.44165e-06,-0.00160869
0.966667,0.0625,-3.82066e-06,-0.00247919
0.966667,0.06875,-4.11684e-06,-0.00345762
0.966667,0.075,-4.31173e-06,-0.00456726
0.966667,0.08125,-4.38768e-06,-0.00583158
0.966667,0.0875,-4.32755e-06,-0.00727399
0.966667,0.09375,-4.11457e-06,-0.00891762
0.966667,0.1,-3.73205e-06,-0.0107854
0.966667,0.10625,-3.16325e-06,-0.0128997
0.966667,0.1125,-2.39114e-06,-0.0152829
0.966667,0.11875,-1.39829e-06,-0.017957
0.966667,0.125,-1.66692e-07,-0.0209435
0.966667,0.13125,1.3224e-06,-0.0242639
0.966667,0.1375,3.08862e-06,-0.0279391
0.966667,0.14375,5.1526e-06,-0.0319896
0.966667,0.15,7.53618e-06,-0.0364355
0.966667,0.15625,1.02625e-05,-0.0412955
0.966667,0.1625,1.33563e-05,-0.0465872
0.966667,0.16875,1.68437e-05,-0.0523259
0.966667,0.175,2.07529e-05,-0.0585235
0.966667,0.18125,2.51137e-05,-0.0651871
0.966667,0.1875,2.9958e-05,-0.0723171
0.966667,0.19375,3.53192e-05,-0.0799041
0.966667,0.2,4.1232e-05,-0.0878035
0.975,0,0,0.00220409
0.975,0.00625,-4.30486e-08,0.00230016
0.975,0.0125,-1.71665e-07,0.00225991
0.975,0.01875,-3.74938e-07,0.00214915
0.975,0.025,-6.36852e-07,0.00200863
0.975,0.03125,-9.39667e-07,0.001856
0.975,0.0375,-1.26577e-06,0.00169139
0.975,0.04375,-1.59854e-06,0.00150294
0.975,0.05,-1.92268e-06,0.00127128
0.975,0.05625,-2.22418e-06,0.000972705
0.975,0.0625,-2.49021e-06,0.000581247
0.975,0.06875,-2.70892e-06,6.99474e-05
0.975,0.075,-2.86922e-06,-0.000588391
0.975,0.08125,-2.96058e-06,-0.00142082
0.975,0.0875,-2.97288e-06,-0.00245407
0.975,0.09375,-2.89622e-06,-0.00371456
0.975,0.1,-2.72078e-06,-0.00522839
0.975,0.10625,-2.43668e-06,-0.00702148
0.975,0.1125,-2.03389e-06,-0.00911967
0.975,0.11875,-1.50209e-06,-0.0115488
0.975,0.125,-8.30599e-07,-0.0143349
0.975,0.13125,-8.22443e-09,-0.0175042
0.975,0.1375,9.76799e-07,-0.0210831
0.975,0.14375,2.13693e-06,-0.0250985
0.975,0.15,3.48545e-06,-0.0295772
0.975,0.15625,5.03655e-06,-0.0345464
0.975,0.1625,6.80553e-06,-0.0400328
0.975,0.16875,8.80891e-06,-0.0460622
0.975,0.175,1.10646e-05,-0.0526584
0.975,0.18125,1.35923e-05,-0.0598412
0.975,0.1875,1.64133e-05,-0.0676237
0.975,0.19375,1.95509e-05,-0.0760073
0.975,0.2,2.30301e-05,-0.0848851
0.983333,0,0,0.000764843
0.983333,0.00625,-1.49383e-08,0.001275
0.983333,0.0125,-7.24611e-08,0.00161104
0.983333,0.01875,-1.70903e-07,0.00189527
0.983333,0.025,-3.02565e-07,0.00218778
0.983333,0.03125,-4.57898e-07,0.00250623
0.983333,0.0375,-6.27379e-07,0.00284252
0.983333,0.04375,-8.02215e-07,0.00317443
0.983333,0.05,-9.74528e-07,0.0034727
0.983333,0.05625,-1.1373e-06,0.00370514
0.983333,0.0625,-1.28426e-06,0.00383883
0.983333,0.06875,-1.40971e-06,0.00384121
0.983333,0.075,-1.50839e-06,0.00368049
0.983333,0.08125,-1.57537e-06,0.00332575
0.983333,0.0875,-1.60595e-06,0.00274682
0.983333,0.09375,-1.59554e-06,0.00191412
0.983333,0.1,-1.53958e-06,0.000798376
0.983333,0.10625,-1.43351e-06,-0.000629585
0.983333,0.1125,-1.27267e-06,-0.0023991
0.983333,0.11875,-1.05225e-06,-0.0045399
0.983333,0.125,-7.67257e-07,-0.00708234
0.983333,0.13125,-4.12435e-07,-0.0100576
0.983333,0.1375,1.77782e-08,-0.0134979
0.983333,0.14375,5.29311e-07,-0.0174365
0.983333,0.15,1.12853e-06,-0.0219084
0.983333,0.15625,1.82231e-06,-0.0269495
0.983333,0.1625,2.61814e-06,-0.0325977
0.983333,0.16875,3.52426e-06,-0.0388917
0.983333,0.175,4.54982e-06,-0.045871
0.983333,0.18125,5.70512e-06,-0.0535743
0.983333,0.1875,7.00189e-06,-0.0620358
0.983333,0.19375,8.45371e-06,-0.0712791
0.983333,0.2,1.00762e-05,-0.0812446
0.991667,0,0,-1.72018e-05
0.991667,0.00625,3.35973e-10,0.000559173
0.991667,0.0125,-1.23899e-08,0.00105293
0.991667,0.01875,-3.94252e-08,0.00162409
0.991667,0.025,-7.81222e-08,0.00231705
0.991667,0.03125,-1.25024e-07,0.0031195
0.991667,0.0375,-1.76865e-07,0.00399462
0.991667,0.04375,-2.30819e-07,0.00489712
0.991667,0.05,-2.84493e-07,0.00578059
0.991667,0.05625,-3.35854e-07,0.00660047
0.991667,0.0625,-3.83146e-07,0.00731501
0.991667,0.06875,-4.24824e-07,0.00788529
0.991667,0.075,-4.59487e-07,0.00827481
0.991667,0.08125,-4.85841e-07,0.00844896
0.991667,0.0875,-5.02657e-07,0.00837451
0.991667,0.09375,-5.08742e-07,0.00801905
0.991667,0.1,-5.02917e-07,0.0073506
0.991667,0.10625,-4.83991e-07,0.0063371
0.991667,0.1125,-4.50751e-07,0.00494606
0.991667,0.11875,-4.01935e-07,0.00314418
0.991667,0.125,-3.36226e-07,0.000897026
0.991667,0.13125,-2.5223e-07,-0.00183134
0.991667,0.1375,-1.4846e-07,-0.0050787
0.991667,0.14375,-2.33225e-08,-0.00888503
0.991667,0.15,1.24911e-07,-0.0132929
0.991667,0.15625,2.98128e-07,-0.018348
0.991667,0.1625,4.98411e-07,-0.0240997
0.991667,0.16875,7.28095e-07,-0.0306013
0.991667,0.175,9.89852e-07,-0.0379114
0.991667,0.18125,1.28683e-06,-0.0460936
0.991667,0.1875,1.62289e-06,-0.0552162
0.991667,0.19375,2.00301e-06,-0.0653471
0.991667,0.2,2.43393e-06,-0.0765071
1,0,0,0
1,0.00625,0,-9.67602e-06
1,0.0125,0,0.00035683
1,0.01875,0,0.00113545
1,0.025,0,0.00224992
1,0.03125,0,0.00360069
1,0.0375,0,0.00509372
1,0.04375,0,0.00664759
1,0.05,0,0.0081934
1,0.05625,0,0.00967258
1,0.0625,0,0.0110346
1,0.06875,0,0.0122349
1,0.075,0,0.0132332
1,0.08125,0,0.0139922
1,0.0875,0,0.0144765
1,0.09375,0,0.0146518
1,0.1,0,0.014484
1,0.10625,0,0.013939
1,0.1125,0,0.0129816
1,0.11875,0,0.0115757
1,0.125,0,0.00968331
1,0.13125,0,0.00726422
1,0.1375,0,0.00427566
1,0.14375,0,0.000671687
1,0.15,0,-0.00359745
1,0.15625,0,-0.00858609
1,0.1625,0,-0.0143542
1,0.16875,0,-0.0209691
1,0.175,0,-0.0285077
1,0.18125,0,-0.0370607
1,0.1875,0,-0.0467392
1,0.19375,0,-0.0576867
1,0.2,0,-0.0700973
0,0.20625,0,0.0599947
0,0.2125,0,0.0604924
0,0.21875,0,0.060864
0,0.225,0,0.0610732
0,0.23125,0,0.0610958
0,0.2375,0,0.0609152
0,0.24375,0,0.060519
0,0.25,0,0.0598979
0,0.25625,0,0.0590443
0,0.2625,0,0.0579515
0,0.26875,0,0.0566132
0,0.275,0,0.0550234
0,0.28125,0,0.0531757
0,0.2875,0,0.0510633
0,0.29375,0,0.0486784
0,0.3,0,0.0460124
0,0.30625,0,0.0430556
0,0.3125,0,0.0397968
0,0.31875,0,0.036223
0,0.325,0,0.0323195
0,0.33125,0,0.0280694
0,0.3375,0,0.0234534
0,0.34375,0,0.0184495
0,0.35,0,0.0130328
0,0.35625,0,0.00717455
0,0.3625,0,0.000842655
0,0.36875,0,-0.00599946
0,0.375,0,-0.013393
0,0.38125,0,-0.0213842
0,0.3875,0,-0.0300244
0,0.39375,0,-0.0393693
0,0.4,0,-0.0494769
0.00833333,0.20625,-2.08315e-06,0.0517174
0.00833333,0.2125,-2.10043e-06,0.0520005
0.00833333,0.21875,-2.11333e-06,0.0521204
0.00833333,0.225,-2.1206e-06,0.0520736
0.00833333,0.23125,-2.12138e-06,0.0518471
0.00833333,0.2375,-2.11511e-06,0.0514287
0.00833333,0.24375,-2.10135e-06,0.0508075
0.00833333,0.25,-2.07979e-06,0.049974
0.00833333,0.25625,-2.05015e-06,0.0489197
0.00833333,0.2625,-2.0122e-06,0.0476367
0.00833333,0.26875,-1.96574e-06,0.0461173
0.00833333,0.275,-1.91054e-06,0.044354
0.00833333,0.28125,-1.84638e-06,0.042339
0.00833333,0.2875,-1.77303e-06,0.040064
0.00833333,0.29375,-1.69022e-06,0.0375201
0.00833333,0.3,-1.59765e-06,0.0346976
0.00833333,0.30625,-1.49499e-06,0.0315857
0.00833333,0.3125,-1.38183e-06,0.0281724
0.00833333,0.31875,-1.25774e-06,0.0244444
0.00833333,0.325,-1.1222e-06,0.0203868
0.00833333,0.33125,-9.74631e-07,0.0159828
0.00833333,0.3375,-8.14354e-07,0.011214
0.00833333,0.34375,-6.40609e-07,0.00605963
0.00833333,0.35,-4.52526e-07,0.000496685
0.00833333,0.35625,-2.49116e-07,-0.00550022
0.00833333,0.3625,-2.92588e-08,-0.011959
0.00833333,0.36875,2.08315e-07,-0.0189102
0.00833333,0.375,4.65035e-07,-0.0263867
0.00833333,0.38125,7.42507e-07,-0.0344236
0.00833333,0.3875,1.04251e-06,-0.043057
0.00833333,0.39375,1.36699e-06,-0.0523227
0.00833333,0.4,1.71795e-06,-0.0622568
0.0166667,0.20625,-7.76277e-06,0.0437468
0.0166667,0.2125,-7.8198e-06,0.043807
0.0166667,0.21875,-7.85616e-06,0.0436905
0.0166667,0.225,-7.86893e-06,0.043407
0.0166667,0.23125,-7.85581e-06,0.0429491
0.0166667,0.2375,-7.81496e-06,0.0423077
0.0166667,0.24375,-7.74489e-06,0.0414736
0.0166667,0.25,-7.64435e-06,0.040438
0.0166667,0.25625,-7.51227e-06,0.0391919
0.0166667,0.2625,-7.34766e-06,0.0377268
0.0166667,0.26875,-7.14959e-06,0.0360343
0.0166667,0.275,-6.91713e-06,0.0341059
0.0166667,0.28125,-6.64931e-06,0.0319326
0.0166667,0.2875,-6.3451e-06,0.0295054
0.0166667,0.29375,-6.00335e-06,0.0268143
0.0166667,0.3,-5.62281e-06,0.0238489
0.0166667,0.30625,-5.20207e-06,0.0205979
0.0166667,0.3125,-4.73952e-06,0.0170488
0.0166667,0.31875,-4.23336e-06,0.0131882
0.0166667,0.325,-3.68155e-06,0.00900136
0.0166667,0.33125,-3.08177e-06,0.00447223
0.0166667,0.3375,-2.4314e-06,-0.000416714
0.0166667,0.34375,-1.72752e-06,-0.00568448
0.0166667,0.35,-9.66792e-07,-0.0113516
0.0166667,0.35625,-1.45513e-07,-0.0174402
0.0166667,0.3625,7.40475e-07,-0.0239737
0.0166667,0.36875,1.6958e-06,-0.0309767
0.0166667,0.375,2.72559e-06,-0.0384743
0.0166667,0.38125,3.83548e-06,-0.0464918
0.0166667,0.3875,5.03159e-06,-0.0550529
0.0166667,0.39375,6.32042e-06,-0.0641781
0.0166667,0.4,7.70866e-06,-0.0738872
0.025,0.20625,-1.65118e-05,0.0360858
0.025,0.2125,-1.66181e-05,0.035914
0.025,0.21875,-1.6675e-05,0.0355643
0.025,0.225,-1.66777e-05,0.0350533
0.025,0.23125,-1.66221e-05,0.0343751
0.025,0.2375,-1.65048e-05,0.0335221
0.025,0.24375,-1.63227e-05,0.0324859
0.025,0.25,-1.60732e-05,0.0312579
0.025,0.25625,-1.57539e-05,0.0298294
0.025,0.2625,-1.53625e-05,0.0281915
0.025,0.26875,-1.4897e-05,0.0263352
0.025,0.275,-1.43551e-05,0.0242513
0.025,0.28125,-1.37345e-05,0.0219303
0.025,0.2875,-1.30329e-05,0.0193623
0.025,0.29375,-1.22475e-05,0.016537
0.025,0.3,-1.13756e-05,0.0134435
0.025,0.30625,-1.04139e-05,0.01007
0.025,0.3125,-9.35868e-06,0.00640423
0.025,0.31875,-8.20599e-06,0.00243277
0.025,0.325,-6.95126e-06,-0.00185861
0.025,0.33125,-5.58939e-06,-0.0064851
0.025,0.3375,-4.11467e-06,-0.0114629
0.025,0.34375,-2.52071e-06,-0.0168092
0.025,0.35,-8.004e-07,-0.022542
0.025,0.35625,1.05418e-06,-0.0286801
0.025,0.3625,3.05178e-06,-0.0352426
0.025,0.36875,5.20206e-06,-0.0422489
0.025,0.375,7.51557e-06,-0.0497176
0.025,0.38125,1.00038e-05,-0.0576659
0.025,0.3875,1.26789e-05,-0.0661083
0.025,0.39375,1.5554e-05,-0.0750547
0.025,0.4,1.8642e-05,-0.0845152
0.0333333,0.20625,-2.78464e-05,0.0287075
0.0333333,0.2125,-2.79982e-05,0.0283009
0.0333333,0.21875,-2.80598e-05,0.02772
0.0333333,0.225,-2.80243e-05,0.0269876
0.0333333,0.23125,-2.78854e-05,0.0260972
0.0333333,0.2375,-2.76377e-05,0.0250416
0.0333333,0.24375,-2.72763e-05,0.0238127
0.0333333,0.25,-2.67968e-05,0.0224021
0.0333333,0.25625,-2.6195e-05,0.0208007
0.0333333,0.2625,-2.5467e-05,0.0189995
0.0333333,0.26875,-2.4609e-05,0.0169893
0.0333333,0.275,-2.36169e-05,0.0147603
0.0333333,0.28125,-2.24867e-05,0.0123028
0.0333333,0.2875,-2.1214e-05,0.00960645
0.0333333,0.29375,-1.97941e-05,0.00666064
0.0333333,0.3,-1.82217e-05,0.00345423
0.0333333,0.30625,-1.64911e-05,-2.44851e-05
0.0333333,0.3125,-1.45959e-05,-0.00378778
0.0333333,0.31875,-1.2529e-05,-0.00784856
0.0333333,0.325,-1.02824e-05,-0.0122204
0.0333333,0.33125,-7.84729e-06,-0.0169174
0.0333333,0.3375,-5.21388e-06,-0.0219545
0.0333333,0.34375,-2.37123e-06,-0.0273467
0.0333333,0.35,6.92712e-07,-0.0331098
0.0333333,0.35625,3.99127e-06,-0.0392594
0.0333333,0.3625,7.53907e-06,-0.0458109
0.0333333,0.36875,1.13521e-05,-0.0527789
0.0333333,0.375,1.54476e-05,-0.060177
0.0333333,0.38125,1.98443e-05,-0.0680161
0.0333333,0.3875,2.45619e-05,-0.0763042
0.0333333,0.39375,2.9621e-05,-0.0850444
0.0333333,0.4,3.50427e-05,-0.0942405
0.0416667,0.20625,-4.1323e-05,0.0215761
0.0416667,0.2125,-4.1504e-05,0.0209364
0.0416667,0.21875,-4.15424e-05,0.0201281
0.0416667,0.225,-4.14287e-05,0.0191799
0.0416667,0.23125,-4.11544e-05,0.0180846
0.0416667,0.2375,-4.07118e-05,0.0168347
0.0416667,0.24375,-4.00936e-05,0.015422
0.0416667,0.25,-3.92934e-05,0.0138377
0.0416667,0.25625,-3.8305e-05,0.0120729
0.0416667,0.2625,-3.71222e-05,0.0101184
0.0416667,0.26875,-3.5739e-05,0.00796447
0.0416667,0.275,-3.41493e-05,0.00560141
0.0416667,0.28125,-3.23467e-05,0.0030191
0.0416667,0.2875,-3.03241e-05,0.000207155
0.0416667,0.29375,-2.80742e-05,-0.00284516
0.0416667,0.3,-2.55889e-05,-0.00614897
0.0416667,0.30625,-2.28593e-05,-0.00971577
0.0416667,0.3125,-1.98754e-05,-0.0135575
0.0416667,0.31875,-1.66263e-05,-0.0176864
0.0416667,0.325,-1.31e-05,-0.0221153
0.0416667,0.33125,-9.28294e-06,-0.0268573
0.0416667,0.3375,-5.16044e-06,-0.0319254
0.0416667,0.34375,-7.16104e-07,-0.0373333
0.0416667,0.35,4.06802e-06,-0.043094
0.0416667,0.35625,9.21163e-06,-0.0492205
0.0416667,0.3625,1.47362e-05,-0.0557248
0.0416667,0.36875,2.0665e-05,-0.062618
0.0416667,0.375,2.70232e-05,-0.0699091
0.0416667,0.38125,3.38376e-05,-0.0776046
0.0416667,0.3875,4.11365e-05,-0.0857077
0.0416667,0.39375,4.89494e-05,-0.0942173
0.0416667,0.4,5.73063e-05,-0.103132
0.05,0.20625,-5.65351e-05,0.0146528
0.05,0.2125,-5.67171e-05,0.0137845
0.05,0.21875,-5.6693e-05,0.0127545
0.05,0.225,-5.64507e-05,0.0115969
0.05,0.23125,-5.59787e-05,0.0103041
0.05,0.2375,-5.52669e-05,0.00886803
0.05,0.24375,-5.43055e-05,0.00728005
0.05,0.25,-5.30857e-05,0.0055313
0.05,0.25625,-5.15988e-05,0.00361262
0.05,0.2625,-4.98362e-05,0.00151456
0.05,0.26875,-4.77893e-05,-0.000772541
0.05,0.275,-4.54494e-05,-0.0032586
0.05,0.28125,-4.28071e-05,-0.00595375
0.05,0.2875,-3.98527e-05,-0.00886838
0.05,0.29375,-3.65753e-05,-0.0120131
0.05,0.3,-3.29636e-05,-0.0153988
0.05,0.30625,-2.90047e-05,-0.0190367
0.05,0.3125,-2.46848e-05,-0.0229381
0.05,0.31875,-1.99883e-05,-0.0271147
0.05,0.325,-1.48985e-05,-0.0315782
0.05,0.33125,-9.3966e-06,-0.0363403
0.05,0.3375,-3.46209e-06,-0.041413
0.05,0.34375,2.92753e-06,-0.0468078
0.05,0.35,9.79689e-06,-0.0525357
0.05,0.35625,1.71728e-05,-0.0586071
0.05,0.3625,2.50844e-05,-0.0650312
0.05,0.36875,3.35631e-05,-0.0718158
0.05,0.375,4.26426e-05,-0.0789666
0.05,0.38125,5.23588e-05,-0.0864866
0.05,0.3875,6.27493e-05,-0.0943755
0.05,0.39375,7.38534e-05,-0.102629
0.05,0.4,8.57113e-05,-0.111241
0.0583333,0.20625,-7.31097e-05,0.00789737
0.0583333,0.2125,-7.32537e-05,0.00680739
0.0583333,0.21875,-7.31176e-05,0.00556266
0.0583333,0.225,-7.26861e-05,0.0042033
0.0583333,0.23125,-7.1945e-05,0.00272094
0.0583333,0.2375,-7.08813e-05,0.00110696
0.0583333,0.24375,-6.94825e-05,-0.000647536
0.0583333,0.25,-6.77371e-05,-0.00255166
0.0583333,0.25625,-6.56336e-05,-0.00461476
0.0583333,0.2625,-6.31607e-05,-0.00684636
0.0583333,0.26875,-6.0307e-05,-0.00925619
0.0583333,0.275,-5.70606e-05,-0.0118541
0.0583333,0.28125,-5.34092e-05,-0.0146502
0.0583333,0.2875,-4.93393e-05,-0.0176547
0.0583333,0.29375,-4.48367e-05,-0.0208778
0.0583333,0.3,-3.9886e-05,-0.0243303
0.0583333,0.30625,-3.44701e-05,-0.0280226
0.0583333,0.3125,-2.85705e-05,-0.0319655
0.0583333,0.31875,-2.21668e-05,-0.0361698
0.0583333,0.325,-1.52367e-05,-0.0406461
0.0583333,0.33125,-7.75568e-06,-0.0454051
0.0583333,0.3375,3.03085e-07,-0.050457
0.0583333,0.34375,8.96885e-06,-0.0558115
0.0583333,0.35,1.82735e-05,-0.0614779
0.0583333,0.35625,2.82516e-05,-0.067464
0.0583333,0.3625,3.89405e-05,-0.0737767
0.0583333,0.36875,5.03804e-05,-0.080421
0.0583333,0.375,6.26141e-05,-0.0873998
0.0583333,0.38125,7.56871e-05,-0.0947131
0.0583333,0.3875,8.96472e-05,-0.102358
0.0583333,0.39375,0.000104544,-0.110328
0.0583333,0.4,0.000120429,-0.118612
0.0666667,0.20625,-9.07038e-05,0.00126958
0.0666667,0.2125,-9.07607e-05,-3.37195e-05
0.0666667,0.21875,-9.04537e-05,-0.0014847
0.0666667,0.225,-8.97638e-05,-0.00303743
0.0666667,0.23125,-8.8674e-05,-0.00470085
0.0666667,0.2375,-8.7168e-05,-0.006484
0.0666667,0.24375,-8.52309e-05,-0.00839607
0.0666667,0.25,-8.28478e-05,-0.0104464
0.0666667,0.25625,-8.00046e-05,-0.0126444
0.0666667,0.2625,-7.66868e-05,-0.0149997
0.0666667,0.26875,-7.288e-05,-0.0175218
0.0666667,0.275,-6.85689e-05,-0.0202207
0.0666667,0.28125,-6.37376e-05,-0.023106
0.0666667,0.2875,-5.83691e-05,-0.0261877
0.0666667,0.29375,-5.24451e-05,-0.0294757
0.0666667,0.3,-4.59457e-05,-0.0329801
0.0666667,0.30625,-3.88494e-05,-0.0367108
0.0666667,0.3125,-3.11326e-05,-0.0406776
0.0666667,0.31875,-2.27694e-05,-0.0448905
0.0666667,0.325,-1.37317e-05,-0.049359
0.0666667,0.33125,-3.9887e-06,-0.0540924
0.0666667,0.3375,6.49309e-06,-0.0590993
0.0666667,0.34375,1.77502e-05,-0.0643879
0.0666667,0.35,2.98221e-05,-0.0699653
0.0666667,0.35625,4.27517e-05,-0.0758375
0.0666667,0.3625,5.6585e-05,-0.082009
0.0666667,0.36875,7.13712e-05,-0.0884823
0.0666667,0.375,8.71628e-05,-0.095258
0.0666667,0.38125,0.000104016,-0.102334
0.0666667,0.3875,0.000121988,-0.109704
0.0666667,0.39375,0.00014114,-0.117361
0.0666667,0.4,0.000161536,-0.125285
0.075,0.20625,-0.000109001,-0.00527039
0.075,0.2125,-0.000108913,-0.00677743
0.075,0.21875,-0.000108367,-0.00842522
0.075,0.225,-0.000107342,-0.0101621
0.075,0.23125,-0.000105816,-0.0119975
0.075,0.2375,-0.000103771,-0.0139407
0.075,0.24375,-0.000101189,-0.0160013
0.075,0.25,-9.80512e-05,-0.0181886
0.075,0.25625,-9.43411e-05,-0.0205121
0.075,0.2625,-9.00408e-05,-0.0229813
0.075,0.26875,-8.51326e-05,-0.0256057
0.075,0.275,-7.95977e-05,-0.0283948
0.075,0.28125,-7.34165e-05,-0.031358
0.075,0.2875,-6.65679e-05,-0.0345049
0.075,0.29375,-5.90294e-05,-0.0378447
0.075,0.3,-5.07765e-05,-0.0413869
0.075,0.30625,-4.17826e-05,-0.0451406
0.075,0.3125,-3.20188e-05,-0.0491147
0.075,0.31875,-2.14536e-05,-0.0533181
0.075,0.325,-1.00527e-05,-0.057759
0.075,0.33125,2.22124e-06,-0.0624454
0.075,0.3375,1.54089e-05,-0.0673845
0.075,0.34375,2.95542e-05,-0.0725826
0.075,0.35,4.47048e-05,-0.078045
0.075,0.35625,6.09119e-05,-0.0837758
0.075,0.3625,7.82304e-05,-0.0897773
0.075,0.36875,9.6719e-05,-0.09605
0.075,0.375,0.00011644,-0.102592
0.075,0.38125,0.00013746,-0.109399
0.075,0.3875,0.000159848,-0.116464
0.075,0.39375,0.000183677,-0.123776
0.075,0.4,0.00020902,-0.131307
0.0833333,0.20625,-0.000127706,-0.0117615
0.0833333,0.2125,-0.000127408,-0.0134618
0.0833333,0.21875,-0.000126548,-0.0152961
0.0833333,0.225,-0.000125103,-0.0172073
0.0833333,0.23125,-0.000123048,-0.0192051
0.0833333,0.2375,-0.000120362,-0.0212992
0.0833333,0.24375,-0.000117023,-0.023499
0.0833333,0.25,-0.000113009,-0.0258141
0.0833333,0.25625,-0.000108302,-0.0282539
0.0833333,0.2625,-0.00010288,-0.0308277
0.0833333,0.26875,-9.67211e-05,-0.0335446
0.0833333,0.275,-8.98038e-05,-0.0364138
0.0833333,0.28125,-8.21042e-05,-0.0394443
0.0833333,0.2875,-7.35971e-05,-0.0426449
0.0833333,0.29375,-6.42556e-05,-0.0460244
0.0833333,0.3,-5.40503e-05,-0.0495911
0.0833333,0.30625,-4.29496e-05,-0.0533534
0.0833333,0.3125,-3.0919e-05,-0.0573192
0.0833333,0.31875,-1.7921e-05,-0.061496
0.0833333,0.325,-3.91494e-06,-0.0658909
0.0833333,0.33125,1.11433e-05,-0.0705103
0.0833333,0.3375,2.73016e-05,-0.0753598
0.0833333,0.34375,4.46117e-05,-0.0804443
0.0833333,0.35,6.31291e-05,-0.085767
0.0833333,0.35625,8.29139e-05,-0.0913302
0.0833333,0.3625,0.00010403,-0.0971342
0.0833333,0.36875,0.000126546,-0.103177
0.0833333,0.375,0.000150534,-0.109456
0.0833333,0.38125,0.00017607,-0.115963
0.0833333,0.3875,0.000203236,-0.12269
0.0833333,0.39375,0.000232115,-0.129624
0.0833333,0.4,0.000262794,-0.136728
0.0916667,0.20625,-0.000146548,-0.0182413
0.0916667,0.2125,-0.000145964,-0.0201237
0.0916667,0.21875,-0.000144709,-0.0221337
0.0916667,0.225,-0.000142753,-0.024209
0.0916667,0.23125,-0.00014007,-0.0263594
0.0916667,0.2375,-0.000136634,-0.0285949
0.0916667,0.24375,-0.000132422,-0.0309249
0.0916667,0.25,-0.000127409,-0.033359
0.0916667,0.25625,-0.000121572,-0.0359062
0.0916667,0.2625,-0.000114887,-0.0385756
0.0916667,0.26875,-0.000107329,-0.041376
0.0916667,0.275,-9.88717e-05,-0.044316
0.0916667,0.28125,-8.9488e-05,-0.047404
0.0916667,0.2875,-7.91484e-05,-0.0506479
0.0916667,0.29375,-6.78212e-05,-0.0540558
0.0916667,0.3,-5.54723e-05,-0.057635
0.0916667,0.30625,-4.20648e-05,-0.0613928
0.0916667,0.3125,-2.75585e-05,-0.0653358
0.0916667,0.31875,-1.19099e-05,-0.0694705
0.0916667,0.325,4.92803e-06,-0.0738023
0.0916667,0.33125,2.30064e-05,-0.0783362
0.0916667,0.3375,4.23802e-05,-0.0830762
0.0916667,0.34375,6.3109e-05,-0.0880253
0.0916667,0.35,8.52565e-05,-0.0931852
0.0916667,0.35625,0.000108891,-0.098556
0.0916667,0.3625,0.000134087,-0.104136
0.0916667,0.36875,0.00016092,-0.109922
0.0916667,0.375,0.000189475,-0.115908
0.0916667,0.38125,0.000219837,-0.122086
0.0916667,0.3875,0.000252098,-0.128443
0.0916667,0.39375,0.000286355,-0.134967
0.0916667,0.4,0.000322705,-0.141608
0.1,0.20625,-0.000165267,-0.0247462
0.1,0.2125,-0.000164318,-0.0267989
0.1,0.21875,-0.000162578,-0.0289734
0.1,0.225,-0.000160015,-0.0312021
0.1,0.23125,-0.000156599,-0.0334954
0.1,0.2375,-0.000152302,-0.0358629
0.1,0.24375,-0.000147097,-0.0383143
0.1,0.25,-0.000140957,-0.0408588
0.1,0.25625,-0.000133857,-0.0435053
0.1,0.2625,-0.000125767,-0.0462623
0.1,0.26875,-0.000116662,-0.0491381
0.1,0.275,-0.000106509,-0.0521405
0.1,0.28125,-9.52794e-05,-0.0552773
0.1,0.2875,-8.29381e-05,-0.0585555
0.1,0.29375,-6.94493e-05,-0.0619819
0.1,0.3,-5.4774e-05,-0.065563
0.1,0.30625,-3.88699e-05,-0.0693048
0.1,0.3125,-2.16914e-05,-0.0732125
0.1,0.31875,-3.18892e-06,-0.077291
0.1,0.325,1.6691e-05,-0.0815445
0.1,0.33125,3.80063e-05,-0.0859763
0.1,0.3375,6.08192e-05,-0.0905886
0.1,0.34375,8.51968e-05,-0.0953826
0.1,0.35,0.000111211,-0.100358
0.1,0.35625,0.000138939,-0.105514
0.1,0.3625,0.000168463,-0.110846
0.1,0.36875,0.000199869,-0.116349
0.1,0.375,0.000233251,-0.122015
0.1,0.38125,0.000268705,-0.127833
0.1,0.3875,0.000306334,-0.133792
0.1,0.39375,0.000346245,-0.139873
0.1,0.4,0.000388548,-0.146017
0.108333,0.20625,-0.000183619,-0.0313105
0.108333,0.2125,-0.000182219,-0.0335214
